u,v
825159219,8553883678
825159219,8553883693
825159219,3618353594
8553883678,8553883671
8553883678,825159219
8553883678,8553883692
8553883693,825159219
8553883693,2551272731
8553883693,11641383164
3618353594,825159219
3618353594,9864630735
3618353594,4537981960
825159244,825161333
825159244,825159485
825159244,1015187947
825161333,825159244
825161333,5465350659
825161333,12650117179
825161333,9393214457
825159485,825160302
825159485,1015188169
825159485,825159244
1015187947,1015188163
1015187947,825159244
1015187947,825160856
825159247,825159915
825159915,825160387
825159915,825161263
825159915,825159247
825159340,11835681672
11835681672,825159575
11835681672,11835681671
11835681672,825159340
825159363,825159999
825159363,825160435
825159363,825161253
825159999,825160535
825159999,825159363
825159999,11290798403
825159999,11290798405
825160435,825159363
825160435,1634583379
825160435,2642261794
825160435,5465350678
825161253,825160104
825161253,4497019837
825161253,825159363
825159403,825160767
825159403,11828040712
825159403,10146618703
825160767,11828040698
825160767,825159403
825160767,4438324489
11828040712,825159403
11828040712,10146618711
11828040712,4438323884
10146618703,10146618700
10146618703,825159403
10146618703,11835679746
825159427,825160885
825159427,6267619300
825159427,6329721889
825160885,825159427
825160885,1528034545
825160885,9393214417
6267619300,825159427
6267619300,6267619298
6267619300,6267619304
6329721889,5045085484
6329721889,825159427
6329721889,6329721667
825161051,825159430
825161051,1016736223
825161051,1016736223
825159470,1015188211
825159470,825159817
825159470,12286103895
1015188211,825160657
1015188211,825159470
1015188211,1105133970
825159817,2504299817
825159817,825159470
825159817,4571908057
12286103895,825159470
12286103895,2682017420
12286103895,12286103897
825159473,825161188
825159473,825160688
825159473,825159843
825161188,825159473
825160688,825160100
825160688,825159473
825160688,13404354735
825159843,4769559351
825159843,825159477
825159843,825159473
825159477,825160100
825159477,825160940
825159477,825159843
825160100,1018868491
825160100,825159477
825160100,825160688
825160302,825159485
825160302,9393214457
825160302,825160691
1015188169,1015187855
1015188169,825159485
1015188169,12729500689
825159575,11835681671
825159575,11835681672
825159575,825160348
11835681671,825159575
11835681671,11835681672
11835681671,11826157461
825160348,11835741085
825160348,825160726
825160348,825159575
1105134422,825160166
1105134422,825159594
1105134422,1105134647
4571908077,2421216848
4571908077,825159594
825159658,825160403
825159658,825160615
825159658,6474190772
825160403,825159658
825160403,2815912141
825160403,1601689472
825160615,825159658
6474190772,825160017
6474190772,825159658
6474190772,10541909102
825159758,2204456168
825159758,1015188056
825159758,1015188236
825159758,1015187895
2204456168,2204456173
2204456168,825159758
2204456168,2204456156
1015188056,825159758
1015188056,1015188236
1015188056,2860767371
1015188056,2421090110
1015188236,1015187857
1015188236,2566839012
1015188236,1015188056
1015188236,825159758
1015187895,1015188104
1015187895,825159758
1015187895,1015188020
2504299817,825159817
2504299817,2504299815
2504299817,5426232354
4571908057,1528034547
4571908057,12286103797
4571908057,825159817
4769559351,825159843
825159865,825159865
825159865,825159865
825159865,825160606
825160606,1568204824
825160606,825159865
825160606,825160330
825159869,825160732
825160732,825159869
825160732,11835741085
825160732,825160357
825160387,1601688505
825160387,825159915
825160387,2955011998
825161263,825159915
825161263,2955012000
825161263,1568204803
825159966,12178960118
825159966,2507986438
825159966,12178960072
12178960118,12178960074
12178960118,12178960120
12178960118,825159966
2507986438,2507986441
2507986438,2507986439
2507986438,825159966
12178960072,2507522586
12178960072,825159966
12178960072,12178960074
825160535,825159999
825160535,825160715
825160535,825160715
11290798403,825159999
11290798405,825159999
825160017,6474190772
825160017,10541893403
825160017,1601689472
825160044,825160823
825160823,825160044
825160823,825161239
825160823,5465350659
825160047,825160453
825160047,825160978
825160047,1568204824
825160453,4334367897
825160453,825160047
825160453,825160330
825160978,825160047
825160978,3616898321
825160978,1568204803
1568204824,825160606
1568204824,825160047
1568204824,4571908078
1568204824,1568204708
1018868491,825160100
1018868491,13404354737
1018868491,3618341796
825160104,825160715
825160104,825161239
825160104,825161253
825160715,825160535
825160715,825160535
825160715,825160104
825161239,825160823
825161239,825160104
825161239,825160856
825160166,1105134422
825160166,1018833853
825160166,1018833881
825160166,1018833811
1018833853,4571908051
1018833853,825160166
1018833853,1528034495
1018833881,1018833847
1018833881,1528034560
1018833881,825160166
1018833811,825160166
1018833811,1018833825
1018833811,4571908049
825160263,825161248
9393214457,825161333
9393214457,6260666309
9393214457,825160302
825160691,1528034545
825160691,825160302
825160691,825160572
825160307,3641302429
825160307,2955012000
825160307,3957124191
3641302429,825160307
2955012000,825160307
2955012000,825161263
2955012000,2955012002
3957124191,825160307
3957124191,3618341796
3957124191,3616245779
825160325,4769559348
4769559348,825160325
4769559348,825160940
4769559348,4769559350
825160330,825160606
825160330,831659951
825160330,825160453
831659951,825160330
831659951,1105133828
831659951,831659832
11835741085,825160732
11835741085,11835741086
11835741085,825160348
825160726,2504665976
825160726,825160348
825160726,2504665975
825160357,1818571305
825160357,825160732
825160357,7078553272
1818571305,11835681702
1818571305,825160357
1818571305,10080202981
7078553272,825160357
7078553272,9727654533
1601688505,825160387
1601688505,825160953
1601688505,1601688425
2955011998,2955011997
2955011998,2955011995
2955011998,825160387
2815912141,10933913990
2815912141,825160403
2815912141,1601689441
825160415,11147725598
825160415,11147725598
825160415,825161034
825160415,11147850329
11147725598,825160415
11147725598,825160415
11147725598,4769559340
825161034,9288123074
825161034,12178960157
825161034,2551313110
825161034,825160415
11147850329,4769559334
11147850329,4769559337
11147850329,825160415
1634583379,825160435
1634583379,1634583381
1634583379,825160624
2642261794,2642261803
2642261794,825160435
2642261794,4497019641
5465350678,5465350679
5465350678,5465350676
5465350678,825160435
4334367897,1568204828
4334367897,825160453
4334367897,4334367901
825160572,825160691
825160572,9393214440
825160572,6260666309
9393214440,9393214417
9393214440,1528034545
9393214440,825160572
6260666309,9393214457
6260666309,6260460377
6260666309,825160572
825160624,1634583379
825160624,1377226891
825160624,1015188206
1015188206,1634583357
1015188206,825160624
1015188206,825160856
825160645,4438323862
825160645,828179313
825160645,11826180728
4438323862,2508716608
4438323862,825160645
4438323862,11826180733
828179313,10146618705
828179313,825160645
828179313,4438323825
11826180728,825160645
11826180728,1603437161
11826180728,11826180731
825160657,2566839012
825160657,1015188211
825160657,2682017389
2566839012,1015188236
2566839012,825160657
2566839012,2566839020
2682017389,1015188097
2682017389,825160657
2682017389,2682017391
825160681,4954753770
825160681,4954753741
825160681,4954753737
4954753741,825160681
4954753741,8259598038
4954753741,4954753738
4954753737,6938271247
4954753737,6938271246
13404354735,13404354732
13404354735,13404354734
13404354735,825160688
1528034545,825160691
1528034545,12729500693
1528034545,825160885
1528034545,9393214440
2504665975,2504665979
2504665975,2504665976
2504665975,825160726
11828040698,825160767
11828040698,11828040699
11828040698,11835679749
4438324489,825160767
4438324489,825160959
4438324489,4438323884
825160818,9393214417
9393214417,825160818
9393214417,825160885
9393214417,9393214440
5465350659,5465350660
5465350659,825161333
5465350659,825160823
825160856,825161239
825160856,2566839207
825160856,1015187947
825160856,1015188206
2566839207,2204456170
2566839207,2566839209
2566839207,825160856
825160933,12650117171
825160933,1467247179
825160933,12316092872
12650117171,825160933
12650117171,12650117167
12650117171,12650117176
1467247179,12650117177
1467247179,12097792147
1467247179,825160933
12316092872,825160933
12316092872,12316092879
12316092872,12316092874
825160953,4571908076
825160953,1601688505
825160953,2955096418
825160953,2421216444
4571908076,825160953
4571908076,3616245819
2955096418,3641302420
2955096418,831732719
2955096418,825160953
825160959,825161385
825160959,4438323810
825160959,4438324489
4438323810,4438323848
4438323810,825160959
4438323810,825161047
3616898321,825160978
3616898321,4569410672
3616898321,3618333794
3616898321,12222032001
1568204803,825160978
1568204803,1568204708
1568204803,3616245803
1568204803,825161263
9288123074,9288123062
9288123074,825161034
9288123074,12180011567
12178960157,825161034
12178960157,4496967359
12178960157,12178960167
2551313110,825161034
2551313110,9529772967
2551313110,4769512767
825161045,11835679749
825161045,11828040685
825161045,11835679751
11835679749,825161045
11835679749,11828040698
11835679749,11835679746
11828040685,831631393
11828040685,825161045
11828040685,11828040689
11835679751,1515977690
11835679751,825161045
11835679751,11835679746
825161047,11826157461
825161047,4438323810
825161047,10857959271
11826157461,11835681671
11826157461,825161047
11826157461,11826157465
10857959271,825161047
10857959271,10541944245
10857959271,11826157460
1016736223,825161051
1016736223,825161051
1016736223,1016736080
4571908002,825161248
4497019837,825161253
4497019837,4497019641
4497019837,4497019809
12650117179,1751868930
12650117179,825161333
12650117179,12650117185
4477476867,831631393
4477476867,825161385
4477476867,2509158093
825189198,2513660295
825189198,825189537
825189198,825189332
2513660295,825189198
2513660295,2513660296
825189537,825189198
825189537,825189352
825189332,825189198
825189332,2836736552
825189332,825189352
825189214,8480832137
825189214,2836516397
825189214,825189342
8480832137,8480832131
8480832137,825189214
8480832137,2836516397
2836516397,7134993422
2836516397,3652906999
2836516397,2836516391
2836516397,8480832137
2836516397,825189214
825189342,10573005264
825189342,4724596607
825189342,825189214
825189322,2915139878
825189322,2836516841
825189322,8335669864
2915139878,2915139875
2915139878,4724593334
2915139878,825189322
2836516841,8335669870
2836516841,2836516838
2836516841,825189322
8335669864,2213510312
8335669864,3923833929
8335669864,825189322
2836736552,2836736553
2836736552,825189332
2836736552,9866724089
825189352,4724596607
825189352,825189537
825189352,825189332
10573005264,10573005272
10573005264,825189342
10573005264,2836736585
4724596607,4724596608
4724596607,825189342
4724596607,825189352
825189350,825189555
825189350,8335669865
825189350,8501591492
825189555,825189350
825189555,2566715530
825189555,3652906999
8335669865,8335669870
8335669865,825189350
8335669865,2836516815
8501591492,825189350
8501591492,8501591497
8501591492,8501591497
825189455,4532944325
825189455,10570555648
825189455,2614944182
4532944325,825189455
4532944325,10270062355
4532944325,2467287135
2614944182,253942089
2614944182,825189455
2566715530,1049632046
2566715530,825189555
2566715530,4396220107
3652906999,10298648404
3652906999,2836516397
3652906999,825189555
825449591,825449598
825449591,2618929631
825449591,5645737683
825449598,825449591
825449598,4401542971
825449598,2507522586
2618929631,825449591
2618929631,4954753777
2618929631,2507522586
5645737683,5645737686
5645737683,825449591
5645737683,5645737685
4401542971,825449598
4401542971,4401542971
4401542971,4401542971
2507522586,12178960072
2507522586,825449598
2507522586,2618929631
825505075,1015094720
825505075,10719101874
825505075,5843651837
1015094720,825505075
1015094720,5843699784
1015094720,12037851901
10719101874,825505075
10719101874,1021993649
10719101874,10719101875
5843651837,5843651834
5843651837,10719137127
5843651837,825505075
826769244,826769383
826769244,826769853
826769383,4610033221
826769383,826769244
826769383,826769853
826769853,826769244
826769853,2147722966
826769853,826769383
12987642185,826769302
12987642185,13173228887
13173228886,13173228887
13173228886,826769302
13173228886,13173228888
826769883,826769302
826769883,826769337
826769883,826769652
826769337,826769883
826769337,826769956
826769337,12525932276
826769956,4549705255
826769956,826769354
826769956,826769337
826769354,826769838
826769354,826769956
826769354,826769652
826769838,826769354
826769652,826769891
826769652,826769883
826769652,826769354
826769652,2244844777
4610033221,826769383
4610033221,9995886570
4610033221,4610033218
2244844777,2244845250
2244844777,826769652
2244844777,10175412144
826769790,9995886570
826769790,2567121253
9995886570,12987642155
9995886570,4610033221
2567121253,2567121255
2567121253,8736028859
2567121253,4610033218
2567121253,826769790
2147722966,12987642148
2147722966,2147723039
2147722966,826769853
2147722966,2147722984
9998266309,1520685982
9998266309,1849099835
9998266309,826769891
826769913,12987642186
826769913,13173228888
826769913,2567121255
12987642186,826769913
12987642186,12987642157
13173228888,13173228889
13173228888,13173228886
13173228888,826769913
2567121255,2567121253
2567121255,1520648889
2567121255,826769913
4549705255,826769956
3909073944,828166880
3909073944,11368414151
3909073944,3909073949
828166884,828166953
828166884,10933940604
828166884,3897585982
828166884,1600769077
828166953,11329636994
828166953,828166884
828166953,10933940603
10933940604,828166884
10933940604,828166967
10933940604,10933940603
3897585982,828166884
3897585982,1025495812
1600769077,3897585975
1600769077,828166884
828166891,3594106861
828166891,3594187342
828166891,3594187370
3594106861,828166891
3594106861,3594106865
3594106861,1015158168
3594187342,828166891
3594187342,3594187354
3594187342,828166923
3594187370,828166891
3594187370,3594187369
3594187370,3594187371
3594187370,3594106887
828166899,1515446187
828166899,11517427620
828166899,828167090
828166899,1520815733
1515446187,829209331
1515446187,828166899
1515446187,1515446113
11517427620,828166899
11517427620,828166999
11517427620,11517427626
828167090,13061858351
828167090,828167028
828167090,828166899
1520815733,828167044
1520815733,11517411688
1520815733,828166899
828166904,11329828674
828166904,11329637070
828166904,2551268404
11329828674,11329828617
11329828674,828166904
11329828674,11329828675
11329637070,11329828624
11329637070,828166904
11329637070,11329637072
2551268404,828166904
2551268404,4334399925
2551268404,11132627330
828166907,10703798146
828166907,828167075
828166907,12101401669
10703798146,828166907
10703798146,12101401670
10703798146,12101401671
828167075,828166908
828167075,828166907
828167075,828167053
12101401669,12101401670
12101401669,828166907
12101401669,10703798147
828166908,828167075
828166908,4954753703
4954753703,4954753725
828166912,828166929
828166912,3594187363
828166912,3594187365
828166912,3594187599
828166929,828166923
828166929,828166912
828166929,3594187339
3594187363,828166912
3594187363,3594187358
3594187363,3594187368
3594187363,828166979
3594187365,828166912
3594187365,3594187384
3594187365,3594187354
3594187599,3594187609
3594187599,3594187600
3594187599,3594187598
3594187599,828166912
828166914,828166967
828166914,4691276000
828166967,828166914
828166967,1025495646
828166967,10933940604
828166967,1025495669
4691276000,4616694346
4691276000,4691113222
828167081,9933053478
828167081,828166917
828167081,828166923
828166979,2551268387
828166979,3594187363
828166979,3960182800
828166979,828166917
828166920,11793865011
828166920,11793865054
828166920,828166988
828166920,9933053500
11793865011,828167043
11793865011,828166920
11793865011,11793865013
11793865054,828166920
11793865054,831732752
11793865054,5645741422
828166988,5206763302
828166988,831732740
828166988,828166920
9933053500,5645741424
9933053500,828166920
9933053500,9933053493
828166922,11793865016
828166922,828167043
828166922,11793860856
11793865016,828166922
11793865016,11793865017
11793865016,11793865014
828167043,11793865011
828167043,828166922
828167043,11793865013
11793860856,828166922
11793860856,11793865017
11793860856,11793860832
828166923,828166929
828166923,3594187342
828166923,828167081
828166927,12095770477
828166927,9213258518
828166927,1025410285
12095770477,9213250416
12095770477,828166927
12095770477,12095770479
9213258518,12090984453
9213258518,12094776830
9213258518,828166927
1025410285,12095796963
1025410285,12095796721
1025410285,828166927
3594187339,828166929
3594187339,3594187338
3594187339,3594187337
828166932,7599637048
828166932,7599637053
828166932,11329636988
7599637048,11329636809
7599637048,828166932
7599637048,7599637044
7599637053,828166932
7599637053,11329636994
7599637053,7599637049
11329636988,828166932
11329636988,11329636800
11329636988,11329636989
828166937,10674201892
828166937,828166978
828166937,10674201858
10674201892,10674201895
10674201892,828166937
10674201892,10674201900
828166978,828166937
828166978,10674201887
828166978,10674201866
10674201858,10674201896
10674201858,828166937
10674201858,10674201859
828166941,828166980
828166941,533996500
828166980,828167037
828166980,828166941
828166980,1025495694
828166980,1109425293
11793860832,11793860856
11793860832,828166952
11793860832,11793860863
5645741440,828166952
5645741440,9933053478
5645741440,9933053493
11329636994,7599637053
11329636994,828166953
11329636994,11329636995
10933940603,828166914
10933940603,10933940604
828166963,12033277859
828166963,4294558978
828166963,12114523092
12033277859,10669009853
12033277859,828166963
12033277859,10669009854
4294558978,828166963
4294558978,12033277843
4294558978,10669009874
12114523092,12033277838
12114523092,828166963
12114523092,12114523093
1025495646,10669009877
1025495646,828166967
1025495646,3897585982
10674201887,828166978
10674201887,10674201875
10674201887,10674201885
10674201866,828166978
2551268387,828166979
2551268387,11368414109
2551268387,4334399925
3960182800,3960182811
3960182800,828166979
3960182800,4087126198
828167037,828166980
828167037,1025495718
828167037,828166999
828167037,4479803751
1025495694,1025495718
1025495694,828166980
1025495694,10674201903
5206763302,831732752
5206763302,828166988
5206763302,3597699291
828166989,11793865013
11793865013,828166989
11793865013,828167043
11793865013,11793865014
11793865013,11793865011
828166992,1015158168
828166996,8531289079
828166996,1634567705
828166996,10703796480
8531289079,828166996
8531289079,828167053
8531289079,10703796483
1634567705,10703798109
1634567705,828166996
1634567705,10703798143
10703796480,10703796478
10703796480,10703796479
10703796480,828166996
828166999,828166941
828166999,11517427620
828166999,828167037
828167003,5206769626
828167003,11329645606
828167003,11329828716
5206769626,828167003
5206769626,11329645601
5206769626,3616198584
11329645606,828167003
11329645606,11329828706
11329645606,11329645604
11329828716,11329828772
11329828716,11329828717
11329828716,828167003
828167014,11329645570
828167014,1515974695
828167014,11329628348
828167014,11329628355
11329645570,11329645580
11329645570,828167014
11329645570,11329645573
1515974695,11621927317
1515974695,3616199498
1515974695,828167014
11329628348,828167014
11329628355,828167014
828167019,6975364761
828167019,12090987774
828167019,6975364756
6975364761,12090987736
6975364761,828167019
6975364761,6975364762
12090987774,828167019
12090987774,12090987776
12090987774,12090987775
6975364756,828167019
6975364756,6975364760
6975364756,6975364759
11614928461,11614928462
11614928461,828167028
11614928461,11614928464
1025495718,828167037
1025495718,12085970213
4479803751,828167037
4479803751,4479813450
828167040,11329637011
828167040,11329636855
828167040,10614016417
828167040,11132627350
11329637011,11329637008
11329637011,828167040
11329637011,11329637012
11329637011,11329637013
11329636855,828167040
11329636855,11329636847
11329636855,11329636853
10614016417,828167040
10614016417,10614016419
10614016417,4334399930
11132627350,11132627351
11132627350,828167040
11132627350,10614016415
9288468645,9288468538
9288468645,828167044
9288468645,9288468633
10933940601,1515974713
10933940601,11412841280
11412841273,11412766961
11412841273,11412766961
11412841273,828167047
828167053,8531289079
828167053,8531289076
828167053,828167075
828167053,12097792141
8531289076,8531289088
8531289076,10703796481
8531289076,828167053
12097792141,8531289093
12097792141,12097792142
12097792141,828167053
828167058,11329828682
828167058,11329828627
828167058,11329828598
11329828682,11329828684
11329828682,828167058
11329828682,11329828683
11329828627,828167058
11329828627,11329828628
11329828627,11329828672
11329828598,11329818042
11329828598,11329828599
11329828598,828167058
828167065,11132627338
828167065,11329828587
828167065,11329828616
11132627338,11329828617
11132627338,11132627348
11132627338,828167065
11329828587,11329828589
11329828587,11329828588
11329828587,828167065
11329828616,828167065
828167070,10674237415
828167070,10674201896
828167070,10674201903
828167070,12094776886
10674237415,828167070
10674237415,10674237408
10674237415,10674237414
10674201896,828167070
10674201896,10674201858
10674201896,10674201898
10674201903,828167070
10674201903,1025495694
10674201903,10674201901
12094776886,828167070
12094776886,4396419470
12094776886,10674237420
9933053478,828167081
9933053478,5645741440
9933053478,9933053485
828179302,2508809001
828179302,2508808975
828179302,8665305329
2508809001,2508809002
2508809001,2508809000
2508809001,828179302
2508808975,2508809000
2508808975,828179393
2508808975,828179302
8665305329,8665305330
8665305329,828179302
8665305329,2508808987
10146618705,11828040819
10146618705,828179313
10146618705,10146618706
4438323825,828179413
4438323825,4438323835
4438323825,828179313
828179416,828179327
831631393,4477476867
831631393,828179327
831631393,11828040685
828179334,828179413
828179334,12114425951
828179413,4438323825
828179413,1603437161
828179413,828179334
12114425951,828179334
828179365,828179417
828179365,4121312008
828179365,4438323835
828179417,828179334
828179417,12114425951
4438323835,828179365
4438323835,4438323849
4438323835,4438323825
828179393,2508808975
828179393,1601695080
828179393,828179430
1601695080,1601695081
1601695080,5012466357
1601695080,828179393
828179430,2508809000
828179430,10604258234
828179430,828179393
828179411,1568204537
828179411,3259831179
828179411,10311656552
828179411,12377445756
1568204537,828179411
1568204537,12377445757
1568204537,9727654538
3259831179,6975364748
3259831179,6166199543
3259831179,828179411
10311656552,3259831205
10311656552,828179411
10311656552,9719988840
12377445756,7077982623
12377445756,12377445757
12377445756,828179411
1603437161,828179413
1603437161,11826180728
1603437161,11826180762
1603437161,11826180721
828179428,4764722770
2508809000,2508809001
2508809000,828179430
2508809000,2508808975
10604258234,828179430
10604258234,4600003518
10604258234,5012466355
829209124,1515446154
829209124,1515446152
829209124,1515446182
829209124,11614910237
1515446154,11614910238
1515446154,829209124
1515446154,1515446146
1515446152,829209124
1515446152,1515446113
1515446152,1515446146
1515446182,1515446191
1515446182,1515446113
1515446182,829209124
11614910237,829209356
11614910237,11614910238
11614910237,829209124
829209152,11627254588
829209152,11627254590
829209152,11627254615
11627254588,829209264
11627254588,829209152
11627254588,11627254589
11627254590,829209152
11627254615,829209152
11627254615,11627254623
11627254615,11627254626
829209175,1515477205
829209175,829209264
829209175,2503821936
1515477205,829209175
1515477205,1515477245
1515477205,829209231
829209264,829209175
829209264,11627254588
829209264,11627254587
2503821936,829209506
2503821936,2503821929
2503821936,829209175
829209202,1025495838
829209202,829209485
829209202,829209575
1025495838,1025495731
1025495838,829209202
1025495838,1025495634
829209485,829209202
829209485,829209577
829209485,1025495892
829209575,829209202
829209575,829209506
829209575,1025495926
829209231,11627254531
829209231,1515477205
829209231,11627254632
11627254531,829209231
11627254531,9226037694
11627254531,11627254533
11627254531,11627254535
11627254632,1515477245
11627254632,1515477245
11627254632,829209231
829209236,829209356
829209236,11614910238
829209236,11614910264
829209236,11614910239
829209356,829209236
829209356,11614910237
829209356,11614910230
11614910238,829209236
11614910238,1515446154
11614910238,11614910237
11614910264,11614910263
11614910264,1515446146
11614910264,829209236
11614910239,11614910231
11614910239,11614910230
11614910239,829209236
11627254587,829209264
829209314,9226037695
829209314,9226037688
829209314,11627244664
9226037695,9226037694
9226037695,829209314
9226037695,9226037698
9226037688,829209314
9226037688,11627244656
9226037688,11627244656
11627244664,829209314
829209331,1515446187
829209331,11561145025
829209331,13061858349
11561145025,1515446124
11561145025,829209331
11561145025,11561145026
13061858349,1515446150
13061858349,829209331
13061858349,13061858351
11614910230,11614910239
11614910230,829209356
11614910230,11614910224
11614928444,829209426
11614928444,1025495937
11614928444,11614928445
6975364749,11614928449
6975364749,11614928448
6975364749,829209426
829209577,1025495937
829209577,829209485
829209577,1025495634
829209506,2503821936
829209506,829209575
829209506,1025495834
829209506,11614931280
1025495834,829209506
1025495834,1025495715
1025495834,1025495650
11614931280,829209506
11614931280,1025495731
11614931280,11614931283
1025495926,1025495892
1025495926,6687306410
1025495926,829209575
1025495937,11614928444
1025495937,829209577
1025495937,12088563769
1025495634,1025495838
1025495634,1025495908
1025495634,829209577
829529021,4710845039
829529021,4710845043
829529021,4710845024
4710845039,829529021
4710845039,12087892008
4710845039,4710845043
4710845043,829529021
4710845043,8252011036
4710845043,4710845039
4710845024,829529021
829529117,829529024
829529117,4294558954
829529117,829529081
12114541200,829529024
12114541200,12114541201
12114541200,829529071
829529030,12085970569
829529030,12085964941
829529030,8613507700
12085970569,12085970545
12085970569,829529030
12085970569,12085970572
12085964941,829529030
12085964941,12085964950
12085964941,12085964952
8613507700,12087936076
8613507700,829529030
8613507700,8613507695
11673408579,830288912
11673408579,11673408580
1018651527,2652168774
1018651527,829529047
1018651527,13383395490
829529056,829529126
829529056,2966751895
829529056,11835734544
829529056,2652168764
829529126,829529056
829529126,11835734543
2966751895,829529056
2966751895,2504666031
2966751895,1510041553
11835734544,11835734545
11835734544,11835734543
11835734544,9447366056
11835734544,829529056
2652168764,829529056
2652168764,1510041907
829529067,12087936138
829529067,8252011732
12087936138,12087936139
12087936138,829529067
12087936138,10253268926
8252011732,3309825562
8252011732,12087915618
8252011732,829529067
829529071,12114541200
829529074,12087891866
829529074,12087891791
829529074,12087891815
12087891866,12087891858
12087891866,829529074
12087891866,12087891864
12087891791,829529074
12087891791,4737214520
12087891791,12087891792
12087891815,12087891822
12087891815,829529074
12087891815,12087891829
829529077,4737214528
829529077,4710845070
829529077,4710845071
4737214528,829529077
4737214528,12087891858
4737214528,4737214524
4710845070,12087891907
4710845070,4710845066
4710845070,829529077
4710845071,829529077
829529081,829529117
829529085,4710845066
829529085,12087892148
829529085,12087892150
4710845066,829529085
4710845066,4710845061
4710845066,4710845070
12087892148,12087892121
12087892148,829529085
12087892148,12087892149
12087892150,4710845064
12087892150,829529085
12087892150,12087892149
829529095,4710845035
829529095,12087892049
829529095,4710845026
4710845035,829529095
4710845035,4710845036
4710845035,4710845034
12087892049,829529095
12087892049,4710845029
12087892049,12087892050
4710845026,4710845025
4710845026,829529095
4710845026,4710845037
829529099,10875587553
829529099,4710845017
829529099,12083997060
10875587553,10875587561
10875587553,829529099
10875587553,12083996961
4710845017,829529099
4710845017,12083997068
4710845017,4710845018
8252011737,829529123
8252011737,8252011733
8252011737,8252011736
12087870648,12085981528
12087870648,829529123
12087870648,12085981529
11835734543,829529047
11835734543,11835734544
2966751885,4401460376
2966751885,7502786100
3362495807,3897585954
10052455722,3897585906
10052455722,10052455720
10052455722,7599604309
830986286,11387421568
830986286,11387421549
830986286,11412766912
830986286,1515974609
11387421568,11387421547
11387421568,830986286
11387421568,11387421569
11387421549,830986286
11387421549,11387421576
11387421549,11387421547
11412766912,830986286
11412766912,11412766919
11412766912,11412766914
1515974609,1568205010
1515974609,1568204896
1515974609,830986286
830986288,11387421540
830986288,11387380409
830986288,11387380412
11387421540,830986288
11387421540,11387421547
11387421540,11387421576
11387380409,11387380385
11387380409,830986288
11387380409,11387380411
11387380412,830986288
11387380412,11387380417
11387380412,11387380416
830986289,11387380374
830986289,11387380373
830986289,11387380380
11387380374,830986289
11387380374,8162798845
11387380374,11387380375
11387380373,830986289
11387380380,830986289
831631268,9226037668
831631268,4401543002
831631268,3770153069
9226037668,831631268
9226037668,3775114863
9226037668,9226037669
4401543002,6192601620
4401543002,831631268
4401543002,4401542999
831631286,831631428
831631286,831631311
831631286,831631816
831631428,831631286
831631428,831631315
831631428,831631556
831631311,831760973
831631311,831631286
831631311,831631556
831631816,831631721
831631816,831631286
831631816,831631599
831760973,831631311
831760973,3627814595
831760973,2507522723
831631556,831631428
831631556,831631837
831631556,831631311
831631315,831631428
831631315,831631522
831631315,831631644
831631315,831631414
831631522,831631315
831631522,831631812
831631522,831631857
831631644,831631315
831631644,831631583
831631644,831631723
831631414,831631837
831631414,831631812
831631414,831631315
831631320,831631870
831631320,831631591
831631320,831631658
831631870,831631320
831631870,831631706
831631870,831631599
831631591,831631320
831631658,831631320
831631658,831631380
831631658,831631706
831631323,3616904722
831631323,831631858
831631323,12310225756
3616904722,831631424
3616904722,831631323
3616904722,12310225756
831631858,831631323
831631858,12310263430
831631858,831631725
12310225756,12310225755
12310225756,3616904722
12310225756,12222032029
831631339,5322796964
831631339,252408454
5322796964,831631339
5322796964,5322796965
5322796964,5322796938
831631353,12310240283
831631353,12230194500
831631353,831659918
831631353,2204345212
12310240283,12310240302
12310240283,831631353
12310240283,12310240286
12230194500,12249854242
12230194500,831631353
12230194500,12230201607
831659918,12310240269
831659918,831631353
831659918,831659916
2204345212,831659748
2204345212,831631353
2204345212,831631488
831631380,831631517
831631380,831631658
831631380,1025495751
831631517,831631380
831631517,831631706
831631517,2507522714
1025495751,831631380
1025495751,1025495699
1025495751,4713940062
831631383,12178934015
831631383,831631746
831631383,5407038134
12178934015,831631383
12178934015,12178934033
12178934015,12178934012
831631746,2507522723
831631746,831631383
831631746,2507522725
5407038134,5407038132
5407038134,831631383
5407038134,5407038135
831631397,3202307356
831631397,2507986452
831631397,3770153069
3202307356,9226037679
3202307356,831631397
3202307356,3202307358
2507986452,11641409732
2507986452,4401542997
2507986452,831631397
831631837,2507522725
831631837,831631414
831631837,831631556
831631812,831631414
831631812,831631857
831631812,831631522
831631424,12222032010
831631424,12310225760
831631424,3616904722
12222032010,5446678571
12222032010,831631424
12222032010,12310225755
12310225760,831631725
12310225760,831631424
831631442,831631599
831631599,831631442
831631599,831631870
831631599,831631583
831631599,831631816
831631464,12178934052
831631464,1109426271
831631464,5322796952
5322796952,831631596
5322796952,2566839132
5322796952,831631464
831631488,831659852
831631488,4571908041
831631488,2204345212
831631488,12202486666
831659852,831659762
831659852,831631488
831659852,831659832
4571908041,831631488
4571908041,2504348494
4571908041,12202486670
12202486666,831631488
12202486666,1016736194
12202486666,12202486670
831631515,3622557152
831631515,831631776
831631515,831631835
3622557152,831631829
3622557152,831631515
3622557152,3622557156
831631776,831631515
831631835,3775114864
831631835,831631515
831631835,831631798
831631706,831631517
831631706,831631870
